--------- beginning of main
08-06 19:05:31.002 29479 29939 I PATCH   : PackageManagerHook: package_info: PackageInfo{d210f22 com.whatsapp}, package_name: com.whatsapp, flags: 0
08-06 19:05:31.011 29479 29939 I PATCH   : PackageManagerHook: package_info: PackageInfo{d210f22 com.whatsapp}, package_name: com.whatsapp, flags: 0
08-06 19:05:31.033 29479 29939 I PATCH   : PackageManagerHook: package_info: PackageInfo{d210f22 com.whatsapp}, package_name: com.whatsapp, flags: 0
08-06 19:05:31.037 29479 29939 I PATCH   : PackageManagerHook: package_info: PackageInfo{d210f22 com.whatsapp}, package_name: com.whatsapp, flags: 0
08-06 19:05:31.415 29479 29939 I PATCH   : PackageManagerHook: package_info: PackageInfo{705e739 com.whatsapp}, package_name: com.whatsapp, flags: 128
08-06 19:05:32.324 29479 30822 I PATCH   : PackageManagerHook: package_info: PackageInfo{30b79db com.android.vending}, package_name: com.android.vending, flags: 64
08-06 19:05:32.328 29479 30822 I PATCH   : PackageManagerHook: package_info: PackageInfo{30b79db com.android.vending}, package_name: com.android.vending, flags: 64
08-06 19:05:32.341 29479 30822 I PATCH   : PackageManagerHook: package_info: PackageInfo{b8d23b6 com.whatsapp}, package_name: com.whatsapp, flags: 64
08-06 19:05:32.341 29479 30822 I PATCH   : PackageManagerHook: Replacing package info...
08-06 19:05:32.355 29479 30822 I PATCH   : PackageManagerHook: package_info: PackageInfo{bdd8b7 com.whatsapp}, package_name: com.whatsapp, flags: 4096
08-06 19:05:34.469 29479 30813 I PATCH   : ViewOnceSaver: delete() media path: /data/user/0/com.whatsapp/cache/ProfilePictureTemp/1_596494081_3226110427547583_1520602710948948841_n.jpg
08-06 19:05:38.295 29479 30582 I PATCH   : ViewOnceSaver: delete() media path: /data/user/0/com.whatsapp/files/me.jpg
08-06 19:05:58.096 29479 30087 I PATCH   : PackageManagerHook: package_info: PackageInfo{4b63323 com.whatsapp}, package_name: com.whatsapp, flags: 0
08-06 19:06:29.929 29479 29479 I PATCH   : PackageManagerHook: package_info: PackageInfo{4b63323 com.whatsapp}, package_name: com.whatsapp, flags: 0
08-06 19:09:05.142 29479  2929 I PATCH   : PackageManagerHook: package_info: PackageInfo{5413a44 com.google.android.gms}, package_name: com.google.android.gms, flags: 0
08-06 19:09:06.961 29479 29825 I PATCH   : PackageManagerHook: package_info: PackageInfo{d23a60f com.facebook.services}, package_name: com.facebook.services, flags: 134221824
08-06 19:09:22.937 29479 29479 I PATCH   : PackageManagerHook: package_info: PackageInfo{6c142a4 com.whatsapp}, package_name: com.whatsapp, flags: 134217728
08-06 19:09:22.937 29479 29479 I PATCH   : PackageManagerHook: Replacing package info...
08-06 19:09:22.940 29479 29479 I PATCH   : PackageManagerHook: package_info: PackageInfo{6c142a4 com.whatsapp}, package_name: com.whatsapp, flags: 134217728
08-06 19:09:22.940 29479 29479 I PATCH   : PackageManagerHook: Replacing package info...
08-06 19:10:07.920 29479 29479 I PATCH   : PackageManagerHook: package_info: PackageInfo{6c142a4 com.whatsapp}, package_name: com.whatsapp, flags: 134217728
08-06 19:10:07.920 29479 29479 I PATCH   : PackageManagerHook: Replacing package info...
